"Notes"	"Year"	"Year Code"	"State"	"State Code"	Count	Percent of Total	Rate	Population	Completion of Therapy Within One Year	Eligible for Completion of Therapy Within One Year	Percent of Completion of Therapy Within One Year Among Those Eligible	Culture-Confirmed Cases	Percentage Tested for Drug Susceptibility to Isoniazid	Percentage Tested for Drug Susceptibility to Isoniazid & Rifampin
	"2000"	"2000"	"Hawaii"	"15"	136	0.04%	11.21	1213519	88	117	75.21%	111	96.40%	96.40%
	"2000"	"2000"	"Idaho"	"16"	16	0.00%	1.23	1299430	7	13	53.85%	14	71.43%	71.43%
	"2000"	"2000"	"Illinois"	"17"	738	0.22%	5.94	12434161	514	615	83.58%	624	95.83%	96.15%
	"2000"	"2000"	"Indiana"	"18"	145	0.04%	2.38	6091866	105	116	90.52%	125	98.40%	98.40%
	"2000"	"2000"	"Iowa"	"19"	40	0.01%	1.37	2929067	34	38	89.47%	27	88.89%	88.89%
	"2000"	"2000"	"Kansas"	"20"	77	0.02%	2.86	2693681	56	68	82.35%	55	92.73%	92.73%
	"2000"	"2000"	"Kentucky"	"21"	147	0.04%	3.63	4049021	102	116	87.93%	132	96.97%	96.97%
	"2000"	"2000"	"Louisiana"	"22"	331	0.10%	7.40	4471885	222	283	78.45%	253	97.23%	97.23%
	"2000"	"2000"	"Maine"	"23"	24	0.01%	1.88	1277072	16	22	72.73%	22	95.45%	95.45%
	"2000"	"2000"	"Maryland"	"24"	283	0.09%	5.33	5311034	208	241	86.31%	218	99.54%	100.00%
	"2000"	"2000"	"Massachusetts"	"25"	285	0.09%	4.48	6361104	212	242	87.60%	232	98.28%	98.28%
	"2000"	"2000"	"Michigan"	"26"	287	0.09%	2.88	9952450	194	233	83.26%	217	100.00%	100.00%
	"2000"	"2000"	"Minnesota"	"27"	178	0.05%	3.61	4933692	142	161	88.20%	141	97.87%	97.87%
	"2000"	"2000"	"Mississippi"	"28"	173	0.05%	6.07	2848353	127	151	84.11%	122	99.18%	99.18%
	"2000"	"2000"	"Missouri"	"29"	210	0.06%	3.75	5607285	146	175	83.43%	163	95.09%	95.09%
	"2000"	"2000"	"Montana"	"30"	21	0.01%	2.32	903773	17	19	89.47%	19	100.00%	100.00%
	"2000"	"2000"	"Nebraska"	"31"	24	0.01%	1.40	1713820	14	21	66.67%	24	95.83%	95.83%
	"2000"	"2000"	"Nevada"	"32"	96	0.03%	4.76	2018741	74	88	84.09%	73	91.78%	91.78%
	"2000"	"2000"	"New Hampshire"	"33"	22	0.01%	1.77	1239882	16	20	80.00%	19	100.00%	100.00%
	"2000"	"2000"	"New Jersey"	"34"	565	0.17%	6.70	8430621	351	455	77.14%	454	98.24%	98.46%
	"2000"	"2000"	"New Mexico"	"35"	46	0.01%	2.53	1821204	24	34	70.59%	42	95.24%	95.24%
	"2000"	"2000"	"New York"	"36"	1718	0.52%	9.04	19001780	1174	1401	83.80%	1328	96.84%	96.84%
	"2000"	"2000"	"North Carolina"	"37"	447	0.13%	5.53	8081614	338	369	91.60%	392	97.45%	97.45%
	"2000"	"2000"	"North Dakota"	"38"	5	0.00%	0.78	642023	5	5	100.00%	1	100.00%	100.00%
	"2000"	"2000"	"Ohio"	"39"	338	0.10%	2.97	11363543	215	286	75.17%	252	94.44%	94.44%
	"2000"	"2000"	"Oklahoma"	"40"	153	0.05%	4.43	3454365	106	121	87.60%	108	93.52%	93.52%
	"2000"	"2000"	"Oregon"	"41"	119	0.04%	3.47	3429708	88	109	80.73%	94	98.94%	98.94%
	"2000"	"2000"	"Pennsylvania"	"42"	383	0.12%	3.12	12284173	242	322	75.16%	297	89.90%	89.90%
	"2000"	"2000"	"Rhode Island"	"44"	49	0.01%	4.67	1050268	33	41	80.49%	28	100.00%	100.00%
	"2000"	"2000"	"South Carolina"	"45"	286	0.09%	7.11	4024223	185	238	77.73%	203	91.13%	91.13%
	"2000"	"2000"	"South Dakota"	"46"	16	0.00%	2.12	755844	10	12	83.33%	11	100.00%	100.00%
	"2000"	"2000"	"Tennessee"	"47"	382	0.12%	6.70	5703719	254	314	80.89%	309	98.06%	98.06%
	"2000"	"2000"	"Texas"	"48"	1496	0.45%	7.14	20944499	1033	1270	81.34%	1234	94.25%	95.30%
	"2000"	"2000"	"Utah"	"49"	49	0.01%	2.18	2244502	30	40	75.00%	45	95.56%	95.56%
	"2000"	"2000"	"Vermont"	"50"	4	0.00%	0.66	609618	2	2	100.00%	4	100.00%	100.00%
	"2000"	"2000"	"Virginia"	"51"	292	0.09%	4.11	7105817	212	245	86.53%	243	90.53%	90.53%
	"2000"	"2000"	"Washington"	"53"	258	0.08%	4.37	5910512	185	220	84.09%	228	98.68%	98.68%
	"2000"	"2000"	"West Virginia"	"54"	33	0.01%	1.83	1807021	12	23	52.17%	32	90.62%	90.62%
	"2000"	"2000"	"Wisconsin"	"55"	92	0.03%	1.71	5373999	60	67	89.55%	76	100.00%	100.00%
	"2000"	"2000"	"Wyoming"	"56"	4	0.00%	0.81	494300	2	2	100.00%	4	100.00%	100.00%
"Total"	"2000"	"2000"			16308	4.91%	5.78	282162411	11284	13733	82.17%	13013	96.47%	96.60%
	"1999"	"1999"	"Alabama"	"01"	314	0.09%	7.09	4430141	205	248	82.66%	268	97.01%	97.01%
	"1999"	"1999"	"Alaska"	"02"	61	0.02%	9.76	624779	52	58	89.66%	59	100.00%	100.00%
	"1999"	"1999"	"Arizona"	"04"	262	0.08%	5.22	5023823	192	227	84.58%	231	96.97%	97.40%
	"1999"	"1999"	"Arkansas"	"05"	181	0.05%	6.83	2651860	129	155	83.23%	136	96.32%	96.32%
	"1999"	"1999"	"California"	"06"	3604	1.09%	10.76	33499204	2506	3074	81.52%	2742	97.67%	97.74%
	"1999"	"1999"	"Colorado"	"08"	88	0.03%	2.08	4226018	70	78	89.74%	71	100.00%	100.00%
	"1999"	"1999"	"Connecticut"	"09"	121	0.04%	3.57	3386401	85	104	81.73%	110	98.18%	98.18%
	"1999"	"1999"	"Delaware"	"10"	34	0.01%	4.39	774990	23	29	79.31%	26	92.31%	92.31%
	"1999"	"1999"	"District of Columbia"	"11"	70	0.02%	12.28	570220	46	56	82.14%	65	86.15%	86.15%
	"1999"	"1999"	"Florida"	"12"	1273	0.38%	8.08	15759421	878	1053	83.38%	1138	96.84%	96.92%
	"1999"	"1999"	"Georgia"	"13"	670	0.20%	8.33	8045965	454	573	79.23%	507	94.87%	95.07%
	"1999"	"1999"	"Hawaii"	"15"	184	0.06%	15.20	1210300	114	163	69.94%	142	95.77%	96.48%
	"1999"	"1999"	"Idaho"	"16"	16	0.00%	1.25	1275674	10	14	71.43%	15	86.67%	86.67%
	"1999"	"1999"	"Illinois"	"17"	822	0.25%	6.65	12359020	552	666	82.88%	687	96.65%	96.65%
	"1999"	"1999"	"Indiana"	"18"	150	0.05%	2.48	6044970	104	129	80.62%	119	93.28%	94.12%
	"1999"	"1999"	"Iowa"	"19"	58	0.02%	1.99	2917634	44	52	84.62%	40	97.50%	97.50%
	"1999"	"1999"	"Kansas"	"20"	69	0.02%	2.58	2678338	51	61	83.61%	59	94.92%	94.92%
	"1999"	"1999"	"Kentucky"	"21"	209	0.06%	5.20	4018053	138	170	81.18%	189	94.18%	94.71%
	"1999"	"1999"	"Louisiana"	"22"	357	0.11%	8.00	4460811	239	306	78.10%	293	97.95%	98.29%
	"1999"	"1999"	"Maine"	"23"	23	0.01%	1.82	1266808	16	17	94.12%	20	100.00%	100.00%
	"1999"	"1999"	"Maryland"	"24"	292	0.09%	5.56	5254509	221	247	89.47%	228	100.00%	100.00%
	"1999"	"1999"	"Massachusetts"	"25"	270	0.08%	4.27	6317345	194	237	81.86%	227	98.68%	98.68%
	"1999"	"1999"	"Michigan"	"26"	349	0.11%	3.53	9897116	235	274	85.77%	274	100.00%	100.00%
	"1999"	"1999"	"Minnesota"	"27"	201	0.06%	4.12	4873481	156	175	89.14%	167	99.40%	99.40%
	"1999"	"1999"	"Mississippi"	"28"	215	0.06%	7.60	2828408	154	178	86.52%	160	99.38%	99.38%
	"1999"	"1999"	"Missouri"	"29"	208	0.06%	3.74	5561948	134	166	80.72%	164	96.95%	96.95%
	"1999"	"1999"	"Montana"	"30"	14	0.00%	1.56	897508	9	10	90.00%	14	100.00%	100.00%
	"1999"	"1999"	"Nebraska"	"31"	18	0.01%	1.06	1704764	10	18	55.56%	18	100.00%	100.00%
	"1999"	"1999"	"Nevada"	"32"	93	0.03%	4.81	1934718	59	78	75.64%	67	97.01%	97.01%
	"1999"	"1999"	"New Hampshire"	"33"	19	0.01%	1.55	1222015	16	17	94.12%	17	88.24%	88.24%
	"1999"	"1999"	"New Jersey"	"34"	570	0.17%	6.82	8359592	347	468	74.15%	447	97.32%	97.54%
	"1999"	"1999"	"New Mexico"	"35"	64	0.02%	3.54	1808082	42	46	91.30%	59	98.31%	98.31%
	"1999"	"1999"	"New York"	"36"	1824	0.55%	9.66	18882725	1202	1522	78.97%	1396	95.77%	95.85%
	"1999"	"1999"	"North Carolina"	"37"	488	0.15%	6.14	7949362	371	416	89.18%	399	98.25%	98.25%
	"1999"	"1999"	"North Dakota"	"38"	7	0.00%	1.09	644259	4	7	57.14%	4	100.00%	100.00%
	"1999"	"1999"	"Ohio"	"39"	317	0.10%	2.80	11335454	177	246	71.95%	239	91.63%	92.05%
	"1999"	"1999"	"Oklahoma"	"40"	208	0.06%	6.05	3437148	140	175	80.00%	165	96.36%	96.36%
	"1999"	"1999"	"Oregon"	"41"	123	0.04%	3.62	3393941	85	106	80.19%	95	96.84%	96.84%
	"1999"	"1999"	"Pennsylvania"	"42"	453	0.14%	3.69	12263805	280	359	77.99%	362	90.33%	90.33%
	"1999"	"1999"	"Rhode Island"	"44"	53	0.02%	5.09	1040402	30	43	69.77%	36	94.44%	94.44%
	"1999"	"1999"	"South Carolina"	"45"	315	0.09%	7.93	3974682	186	262	70.99%	233	90.56%	90.56%
	"1999"	"1999"	"South Dakota"	"46"	21	0.01%	2.80	750413	12	16	75.00%	19	89.47%	89.47%
	"1999"	"1999"	"Tennessee"	"47"	382	0.12%	6.77	5638706	264	310	85.16%	304	98.03%	98.36%
	"1999"	"1999"	"Texas"	"48"	1639	0.49%	7.97	20558220	1139	1390	81.94%	1339	93.58%	93.65%
	"1999"	"1999"	"Utah"	"49"	40	0.01%	1.82	2203482	24	33	72.73%	30	96.67%	96.67%
	"1999"	"1999"	"Vermont"	"50"	3	0.00%	0.50	604683	1	2	50.00%	3	100.00%	100.00%
	"1999"	"1999"	"Virginia"	"51"	334	0.10%	4.77	7000174	243	282	86.17%	271	93.73%	93.73%
	"1999"	"1999"	"Washington"	"53"	258	0.08%	4.42	5842564	186	220	84.55%	206	100.00%	100.00%
	"1999"	"1999"	"West Virginia"	"54"	42	0.01%	2.32	1811799	25	34	73.53%	39	94.87%	94.87%
	"1999"	"1999"	"Wisconsin"	"55"	110	0.03%	2.06	5332666	78	89	87.64%	94	98.94%	98.94%
	"1999"	"1999"	"Wyoming"	"56"	3	0.00%	0.61	491780	3	3	100.00%	1	100.00%	100.00%
"Total"	"1999"	"1999"			17499	5.27%	6.27	279040181	11935	14662	81.40%	13994	96.32%	96.42%
	"1998"	"1998"	"Alabama"	"01"	381	0.11%	8.65	4404701	267	317	84.23%	332	96.99%	96.99%
	"1998"	"1998"	"Alaska"	"02"	55	0.02%	8.87	619933	47	54	87.04%	51	100.00%	100.00%
	"1998"	"1998"	"Arizona"	"04"	254	0.08%	5.20	4883342	174	205	84.88%	208	98.08%	98.08%
	"1998"	"1998"	"Arkansas"	"05"	171	0.05%	6.51	2626289	115	131	87.79%	136	97.06%	97.06%
	"1998"	"1998"	"California"	"06"	3850	1.16%	11.67	32987675	2657	3290	80.76%	2994	98.43%	98.46%
	"1998"	"1998"	"Colorado"	"08"	79	0.02%	1.92	4116639	61	63	96.83%	71	100.00%	100.00%
	"1998"	"1998"	"Connecticut"	"09"	127	0.04%	3.77	3365352	87	106	82.08%	110	98.18%	98.18%
	"1998"	"1998"	"Delaware"	"10"	36	0.01%	4.72	763335	21	28	75.00%	23	100.00%	100.00%
	"1998"	"1998"	"District of Columbia"	"11"	107	0.03%	18.93	565232	61	82	74.39%	99	90.91%	90.91%
	"1998"	"1998"	"Florida"	"12"	1294	0.39%	8.36	15486559	877	1082	81.05%	1178	96.10%	96.18%
	"1998"	"1998"	"Georgia"	"13"	630	0.19%	8.01	7863536	439	540	81.30%	505	93.27%	93.27%
	"1998"	"1998"	"Hawaii"	"15"	181	0.05%	14.89	1215233	128	153	83.66%	139	97.12%	97.12%
	"1998"	"1998"	"Idaho"	"16"	14	0.00%	1.12	1252330	6	12	50.00%	13	76.92%	76.92%
	"1998"	"1998"	"Illinois"	"17"	842	0.25%	6.86	12271847	555	700	79.29%	678	94.54%	94.54%
	"1998"	"1998"	"Indiana"	"18"	188	0.06%	3.13	5998881	125	149	83.89%	142	95.77%	95.77%
	"1998"	"1998"	"Iowa"	"19"	55	0.02%	1.89	2902872	34	41	82.93%	46	97.83%	97.83%
	"1998"	"1998"	"Kansas"	"20"	56	0.02%	2.10	2660598	44	46	95.65%	47	93.62%	93.62%
	"1998"	"1998"	"Kentucky"	"21"	179	0.05%	4.49	3985391	120	145	82.76%	153	97.39%	98.04%
	"1998"	"1998"	"Louisiana"	"22"	379	0.11%	8.54	4440344	240	314	76.43%	303	96.04%	96.37%
	"1998"	"1998"	"Maine"	"23"	13	0.00%	1.03	1259127	7	10	70.00%	12	100.00%	100.00%
	"1998"	"1998"	"Maryland"	"24"	321	0.10%	6.17	5204464	225	264	85.23%	242	99.59%	100.00%
	"1998"	"1998"	"Massachusetts"	"25"	280	0.08%	4.46	6271838	204	245	83.27%	221	99.09%	99.09%
	"1998"	"1998"	"Michigan"	"26"	383	0.12%	3.89	9847942	253	306	82.68%	316	98.73%	98.73%
	"1998"	"1998"	"Minnesota"	"27"	161	0.05%	3.34	4813412	117	137	85.40%	136	98.53%	98.53%
	"1998"	"1998"	"Mississippi"	"28"	225	0.07%	8.02	2804834	175	192	91.15%	162	98.77%	98.77%
	"1998"	"1998"	"Missouri"	"29"	184	0.06%	3.33	5521765	116	144	80.56%	151	96.03%	96.03%
	"1998"	"1998"	"Montana"	"30"	20	0.01%	2.24	892431	14	14	100.00%	18	100.00%	100.00%
	"1998"	"1998"	"Nebraska"	"31"	31	0.01%	1.83	1695817	17	24	70.83%	31	90.32%	90.32%
	"1998"	"1998"	"Nevada"	"32"	128	0.04%	6.91	1853192	92	113	81.42%	81	64.20%	64.20%
	"1998"	"1998"	"New Hampshire"	"33"	14	0.00%	1.16	1205941	11	11	100.00%	12	100.00%	100.00%
	"1998"	"1998"	"New Jersey"	"34"	639	0.19%	7.71	8287418	398	520	76.54%	495	97.98%	97.98%
	"1998"	"1998"	"New Mexico"	"35"	67	0.02%	3.74	1793484	48	53	90.57%	60	98.33%	98.33%
	"1998"	"1998"	"New York"	"36"	1974	0.59%	10.52	18755906	1290	1607	80.27%	1554	96.98%	96.98%
	"1998"	"1998"	"North Carolina"	"37"	498	0.15%	6.38	7809122	383	413	92.74%	411	98.30%	98.30%
	"1998"	"1998"	"North Dakota"	"38"	10	0.00%	1.54	647532	5	7	71.43%	10	90.00%	90.00%
	"1998"	"1998"	"Ohio"	"39"	230	0.07%	2.03	11311536	145	188	77.13%	193	96.37%	96.37%
	"1998"	"1998"	"Oklahoma"	"40"	197	0.06%	5.79	3405194	131	162	80.86%	150	92.67%	92.67%
	"1998"	"1998"	"Oregon"	"41"	156	0.05%	4.65	3352449	106	132	80.30%	130	98.46%	98.46%
	"1998"	"1998"	"Pennsylvania"	"42"	447	0.13%	3.65	12245672	262	355	73.80%	359	91.36%	91.64%
	"1998"	"1998"	"Rhode Island"	"44"	63	0.02%	6.11	1031155	48	56	85.71%	44	100.00%	100.00%
	"1998"	"1998"	"South Carolina"	"45"	286	0.09%	7.30	3919235	178	232	76.72%	214	89.25%	89.25%
	"1998"	"1998"	"South Dakota"	"46"	23	0.01%	3.08	746059	12	13	92.31%	18	100.00%	100.00%
	"1998"	"1998"	"Tennessee"	"47"	439	0.13%	7.88	5570045	293	352	83.24%	360	95.56%	95.56%
	"1998"	"1998"	"Texas"	"48"	1802	0.54%	8.94	20157531	1208	1530	78.95%	1463	95.56%	95.69%
	"1998"	"1998"	"Utah"	"49"	52	0.02%	2.40	2165961	36	47	76.60%	48	100.00%	100.00%
	"1998"	"1998"	"Vermont"	"50"	5	0.00%	0.83	600416	4	4	100.00%	5	80.00%	80.00%
	"1998"	"1998"	"Virginia"	"51"	340	0.10%	4.93	6900918	245	289	84.78%	305	97.05%	97.05%
	"1998"	"1998"	"Washington"	"53"	265	0.08%	4.59	5769562	194	229	84.72%	213	96.71%	96.71%
	"1998"	"1998"	"West Virginia"	"54"	42	0.01%	2.31	1815609	20	30	66.67%	42	88.10%	88.10%
	"1998"	"1998"	"Wisconsin"	"55"	109	0.03%	2.06	5297673	72	87	82.76%	103	99.03%	100.00%
	"1998"	"1998"	"Wyoming"	"56"	4	0.00%	0.82	490787	4	4	100.00%	2	100.00%	100.00%
"Total"	"1998"	"1998"			18286	5.51%	6.63	275854116	12371	15228	81.24%	14789	96.49%	96.55%
	"1997"	"1997"	"Alabama"	"01"	405	0.12%	9.27	4367935	269	324	83.02%	356	91.29%	91.29%
	"1997"	"1997"	"Alaska"	"02"	78	0.02%	12.72	612968	65	71	91.55%	61	96.72%	96.72%
	"1997"	"1997"	"Arizona"	"04"	296	0.09%	6.25	4736990	178	234	76.07%	235	96.17%	96.17%
	"1997"	"1997"	"Arkansas"	"05"	200	0.06%	7.69	2601091	141	162	87.04%	155	99.35%	100.00%
	"1997"	"1997"	"California"	"06"	4045	1.22%	12.45	32486010	2690	3458	77.79%	3124	98.30%	98.34%
	"1997"	"1997"	"Colorado"	"08"	94	0.03%	2.34	4018293	68	77	88.31%	77	96.10%	96.10%
	"1997"	"1997"	"Connecticut"	"09"	128	0.04%	3.82	3349348	96	108	88.89%	106	100.00%	100.00%
	"1997"	"1997"	"Delaware"	"10"	38	0.01%	5.06	751487	28	33	84.85%	23	100.00%	100.00%
	"1997"	"1997"	"District of Columbia"	"11"	110	0.03%	19.38	567739	57	85	67.06%	100	89.00%	89.00%
	"1997"	"1997"	"Florida"	"12"	1393	0.42%	9.17	15186304	892	1147	77.77%	1275	93.57%	93.57%
	"1997"	"1997"	"Georgia"	"13"	695	0.21%	9.04	7685099	459	578	79.41%	578	95.67%	95.67%
	"1997"	"1997"	"Hawaii"	"15"	165	0.05%	13.62	1211640	129	144	89.58%	129	98.45%	98.45%
	"1997"	"1997"	"Idaho"	"16"	15	0.00%	1.22	1228520	12	14	85.71%	14	92.86%	92.86%
	"1997"	"1997"	"Illinois"	"17"	964	0.29%	7.91	12185715	608	789	77.06%	806	94.67%	94.67%
	"1997"	"1997"	"Indiana"	"18"	168	0.05%	2.82	5955267	110	132	83.33%	133	84.96%	84.96%
	"1997"	"1997"	"Iowa"	"19"	74	0.02%	2.56	2891119	53	68	77.94%	46	100.00%	100.00%
	"1997"	"1997"	"Kansas"	"20"	78	0.02%	2.96	2635292	47	66	71.21%	66	93.94%	93.94%
	"1997"	"1997"	"Kentucky"	"21"	183	0.06%	4.63	3952747	129	148	87.16%	152	95.39%	95.39%
	"1997"	"1997"	"Louisiana"	"22"	406	0.12%	9.18	4421072	242	339	71.39%	339	92.92%	92.92%
	"1997"	"1997"	"Maine"	"23"	21	0.01%	1.67	1254774	15	19	78.95%	17	100.00%	100.00%
	"1997"	"1997"	"Maryland"	"24"	338	0.10%	6.55	5157328	244	282	86.52%	258	99.22%	99.22%
	"1997"	"1997"	"Massachusetts"	"25"	268	0.08%	4.30	6226058	193	232	83.19%	213	98.12%	98.12%
	"1997"	"1997"	"Michigan"	"26"	372	0.11%	3.79	9809051	235	303	77.56%	309	98.71%	98.71%
	"1997"	"1997"	"Minnesota"	"27"	161	0.05%	3.38	4763390	124	143	86.71%	134	100.00%	100.00%
	"1997"	"1997"	"Mississippi"	"28"	245	0.07%	8.82	2777004	188	206	91.26%	179	98.32%	98.32%
	"1997"	"1997"	"Missouri"	"29"	248	0.07%	4.52	5481193	171	195	87.69%	213	96.24%	96.71%
	"1997"	"1997"	"Montana"	"30"	18	0.01%	2.02	889865	15	17	88.24%	15	100.00%	100.00%
	"1997"	"1997"	"Nebraska"	"31"	22	0.01%	1.30	1686418	11	17	64.71%	22	100.00%	100.00%
	"1997"	"1997"	"Nevada"	"32"	112	0.03%	6.35	1764104	61	89	68.54%	88	94.32%	94.32%
	"1997"	"1997"	"New Hampshire"	"33"	17	0.01%	1.43	1189425	12	15	80.00%	12	100.00%	100.00%
	"1997"	"1997"	"New Jersey"	"34"	718	0.22%	8.74	8218808	435	604	72.02%	549	96.17%	96.17%
	"1997"	"1997"	"New Mexico"	"35"	72	0.02%	4.06	1774839	56	62	90.32%	61	100.00%	100.00%
	"1997"	"1997"	"New York"	"36"	2230	0.67%	11.95	18656546	1311	1732	75.69%	1762	97.73%	97.79%
	"1997"	"1997"	"North Carolina"	"37"	463	0.14%	6.05	7656825	328	375	87.47%	380	98.16%	98.42%
	"1997"	"1997"	"North Dakota"	"38"	12	0.00%	1.85	649716	6	6	100.00%	8	100.00%	100.00%
	"1997"	"1997"	"Ohio"	"39"	286	0.09%	2.54	11277357	187	229	81.66%	236	93.22%	93.64%
	"1997"	"1997"	"Oklahoma"	"40"	211	0.06%	6.26	3372918	142	173	82.08%	171	83.63%	83.63%
	"1997"	"1997"	"Oregon"	"41"	161	0.05%	4.87	3304310	123	143	86.01%	126	99.21%	99.21%
	"1997"	"1997"	"Pennsylvania"	"42"	524	0.16%	4.29	12227814	312	413	75.54%	387	82.43%	82.69%
	"1997"	"1997"	"Rhode Island"	"44"	40	0.01%	3.90	1025353	29	33	87.88%	32	100.00%	100.00%
	"1997"	"1997"	"South Carolina"	"45"	328	0.10%	8.50	3859696	169	264	64.02%	264	84.85%	84.85%
	"1997"	"1997"	"South Dakota"	"46"	19	0.01%	2.55	744223	15	17	88.24%	16	100.00%	100.00%
	"1997"	"1997"	"Tennessee"	"47"	468	0.14%	8.51	5499233	309	366	84.43%	378	89.68%	89.68%
	"1997"	"1997"	"Texas"	"48"	1980	0.60%	10.03	19740317	1274	1653	77.07%	1609	96.27%	96.33%
	"1997"	"1997"	"Utah"	"49"	36	0.01%	1.70	2119784	24	33	72.73%	27	62.96%	62.96%
	"1997"	"1997"	"Vermont"	"50"	6	0.00%	1.00	597239	5	5	100.00%	5	100.00%	100.00%
	"1997"	"1997"	"Virginia"	"51"	349	0.11%	5.11	6829183	225	296	76.01%	311	96.78%	96.78%
	"1997"	"1997"	"Washington"	"53"	305	0.09%	5.37	5674747	223	265	84.15%	255	91.37%	91.37%
	"1997"	"1997"	"West Virginia"	"54"	54	0.02%	2.97	1819113	31	43	72.09%	53	90.57%	90.57%
	"1997"	"1997"	"Wisconsin"	"55"	130	0.04%	2.47	5266213	100	114	87.72%	112	99.11%	99.11%
	"1997"	"1997"	"Wyoming"	"56"	2	0.00%	0.41	489452	2	2	100.00%	2	100.00%	100.00%
"Total"	"1997"	"1997"			19751	5.95%	7.24	272646932	12848	16323	78.71%	15979	95.54%	95.59%
	"1996"	"1996"	"Alabama"	"01"	423	0.13%	9.77	4331103	278	346	80.35%	362	95.03%	95.03%
	"1996"	"1996"	"Alaska"	"02"	97	0.03%	15.94	608569	90	94	95.74%	64	96.88%	96.88%
	"1996"	"1996"	"Arizona"	"04"	282	0.08%	6.15	4586940	165	227	72.69%	232	96.12%	96.12%
	"1996"	"1996"	"Arkansas"	"05"	225	0.07%	8.75	2572109	165	183	90.16%	172	98.84%	98.84%
	"1996"	"1996"	"California"	"06"	4288	1.29%	13.39	32018834	2770	3598	76.99%	3304	98.03%	98.06%
	"1996"	"1996"	"Colorado"	"08"	101	0.03%	2.58	3919972	70	80	87.50%	85	94.12%	94.12%
	"1996"	"1996"	"Connecticut"	"09"	138	0.04%	4.14	3336685	98	116	84.48%	126	98.41%	98.41%
	"1996"	"1996"	"Delaware"	"10"	43	0.01%	5.80	740978	26	36	72.22%	27	92.59%	92.59%
	"1996"	"1996"	"District of Columbia"	"11"	139	0.04%	24.28	572379	66	98	67.35%	128	76.56%	77.34%
	"1996"	"1996"	"Florida"	"12"	1410	0.42%	9.49	14853360	895	1148	77.96%	1292	94.35%	94.43%
	"1996"	"1996"	"Georgia"	"13"	792	0.24%	10.56	7501069	526	688	76.45%	644	93.48%	93.48%
	"1996"	"1996"	"Hawaii"	"15"	200	0.06%	16.61	1203755	146	178	82.02%	160	96.25%	96.25%
	"1996"	"1996"	"Idaho"	"16"	15	0.00%	1.25	1203083	5	14	35.71%	12	100.00%	100.00%
	"1996"	"1996"	"Illinois"	"17"	1063	0.32%	8.78	12101997	625	864	72.34%	854	92.15%	92.15%
	"1996"	"1996"	"Indiana"	"18"	202	0.06%	3.42	5906013	132	176	75.00%	152	98.03%	98.03%
	"1996"	"1996"	"Iowa"	"19"	69	0.02%	2.40	2880001	40	60	66.67%	47	100.00%	100.00%
	"1996"	"1996"	"Kansas"	"20"	73	0.02%	2.79	2614554	46	62	74.19%	62	96.77%	96.77%
	"1996"	"1996"	"Kentucky"	"21"	259	0.08%	6.61	3919536	162	205	79.02%	204	89.71%	90.69%
	"1996"	"1996"	"Louisiana"	"22"	420	0.13%	9.55	4398877	270	355	76.06%	325	92.92%	92.92%
	"1996"	"1996"	"Maine"	"23"	21	0.01%	1.68	1249060	15	18	83.33%	15	100.00%	100.00%
	"1996"	"1996"	"Maryland"	"24"	317	0.10%	6.20	5111986	218	243	89.71%	246	100.00%	100.00%
	"1996"	"1996"	"Massachusetts"	"25"	262	0.08%	4.24	6179756	205	237	86.50%	211	96.68%	96.68%
	"1996"	"1996"	"Michigan"	"26"	440	0.13%	4.51	9758645	234	357	65.55%	366	97.54%	97.54%
	"1996"	"1996"	"Minnesota"	"27"	131	0.04%	2.78	4712827	82	118	69.49%	105	99.05%	99.05%
	"1996"	"1996"	"Mississippi"	"28"	250	0.08%	9.10	2748085	175	198	88.38%	205	98.05%	98.54%
	"1996"	"1996"	"Missouri"	"29"	224	0.07%	4.12	5431553	149	184	80.98%	190	98.42%	98.42%
	"1996"	"1996"	"Montana"	"30"	19	0.01%	2.14	886254	14	15	93.33%	15	100.00%	100.00%
	"1996"	"1996"	"Nebraska"	"31"	22	0.01%	1.31	1673740	14	18	77.78%	22	90.91%	90.91%
	"1996"	"1996"	"Nevada"	"32"	137	0.04%	8.22	1666320	75	113	66.37%	94	91.49%	92.55%
	"1996"	"1996"	"New Hampshire"	"33"	21	0.01%	1.79	1174719	17	18	94.44%	15	93.33%	93.33%
	"1996"	"1996"	"New Jersey"	"34"	820	0.25%	10.06	8149596	439	654	67.13%	658	96.96%	96.96%
	"1996"	"1996"	"New Mexico"	"35"	89	0.03%	5.08	1752326	54	69	78.26%	79	94.94%	96.20%
	"1996"	"1996"	"New York"	"36"	2545	0.77%	13.69	18588460	1447	1966	73.60%	2072	97.92%	98.02%
	"1996"	"1996"	"North Carolina"	"37"	554	0.17%	7.39	7500670	395	459	86.06%	463	97.19%	97.19%
	"1996"	"1996"	"North Dakota"	"38"	8	0.00%	1.23	650382	5	5	100.00%	6	100.00%	100.00%
	"1996"	"1996"	"Ohio"	"39"	301	0.09%	2.68	11242827	183	226	80.97%	241	92.12%	92.53%
	"1996"	"1996"	"Oklahoma"	"40"	199	0.06%	5.96	3340129	118	164	71.95%	161	96.27%	96.27%
	"1996"	"1996"	"Oregon"	"41"	188	0.06%	5.79	3247111	129	161	80.12%	157	100.00%	100.00%
	"1996"	"1996"	"Pennsylvania"	"42"	580	0.17%	4.75	12220464	346	449	77.06%	455	83.96%	83.96%
